"station","X","Y","Longterm","m1","m2","m3","m4","m5","m6","m7","m8","m9","m10","m11","m12","m13","m14","m15","m16","m17","m18","m19","m20","m21","m22","m23","m24","m25","m26","m27","m28","m29","m30","m31","m32","m33","m34","m35","m36","m37","m38","m39","m40","m41","m42","m43","m44","m45","m46","m47","m48","m49","m50","m51","m52","m53","m54","m55","m56","m57","m58","m59","m60","m61","m62","m63","m64","m65","m66","m67","m68","m69","m70","m71","m72","m73","m74","m75","m76","m77","m78","m79","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79"
"GeophsicTehran",51.383333,35.733333,52.755556,70.903251,124.787347,77.780505,71.754241,61.322591,13.784956,41.867342,36.323912,44.259732,71.887157,51.876869,71.537220,50.373814,35.444694,83.137777,54.863972,29.763614,58.723857,136.592665,76.772479,47.704389,55.823465,38.043107,52.440226,53.789091,56.837152,53.550582,0.000000,84.908964,45.647223,40.737127,56.104948,49.255624,67.201467,35.725362,47.153638,61.995247,66.437940,75.628739,55.071649,82.968780,39.037823,51.560844,44.563410,24.195089,44.792069,38.210260,38.808145,56.927714,62.539084,46.623231,81.821979,20.664230,99.496217,76.397634,53.923895,75.763456,48.993453,45.879189,67.979544,37.782079,10.443695,29.285102,61.231938,57.381181,108.828053,56.797211,28.588262,51.776859,88.281267,36.581557,42.496834,43.185364,54.991246,81.915442,66.706205,70.231314,44.536011,212.709754,63.353822,114.490320,71.454239,67.572332,62.834490,21.347690,43.218018,36.882736,40.834997,67.608595,50.149862,64.196459,47.584888,37.659778,78.317353,53.818917,29.606519,58.081668,117.891889,57.355100,51.820582,46.615614,36.886112,45.579988,50.980462,63.539696,49.311378,12.446357,75.838971,42.323429,39.502548,53.067330,46.655803,64.744767,35.339114,37.140396,59.527602,61.167126,68.651302,60.069648,73.032986,36.767522,49.030721,39.956526,23.351077,42.305317,36.536297,40.187181,51.739480,56.434549,44.018957,71.477995,22.606010,84.806484,69.227225,43.703729,65.607312,44.219761,53.522121,57.946298,37.979243,11.675592,27.342566,54.976304,54.080943,88.825905,53.540037,34.696771,46.960618,80.844842,35.604646,38.563397,39.790330,62.408922,71.476850,61.793205,58.738437,39.643545,190.061465
"firouzkooh",52.833333,35.916667,37.258333,46.864404,60.120570,48.047491,42.614646,23.603773,1.647874,20.948991,36.564636,11.635044,39.884723,15.938288,49.875895,75.697923,42.262847,41.276144,39.479425,20.695726,42.434492,34.957120,26.261469,35.435215,31.379407,68.796860,44.069516,31.282163,64.172922,33.198945,38.257819,56.505328,52.698143,47.644689,39.470295,23.824679,41.512774,35.137071,48.268320,42.215413,42.705178,49.930316,40.159484,41.635210,27.316717,44.505627,34.116972,22.457240,28.473377,39.313097,28.835542,52.044039,51.271835,29.121796,37.966296,60.043646,41.383553,44.220952,27.870560,55.082135,33.021856,41.884107,23.971111,22.464272,23.454785,59.078845,36.082255,39.682669,28.749991,32.574106,7.560456,12.136505,12.557725,32.309553,20.985694,62.962014,21.986192,42.731098,38.903536,45.736554,38.055413,140.593211,46.868147,60.130622,48.115570,42.661342,23.640529,1.712454,20.995699,36.595023,11.696379,39.935250,16.015701,49.882844,75.665005,42.283058,41.295685,39.496699,20.731848,42.441790,35.009940,26.291298,35.471905,31.397636,68.772346,44.102425,31.334201,64.179294,33.227439,38.275105,56.531626,52.710108,47.656936,39.480757,23.903940,41.546876,35.141014,48.288556,42.259892,42.724711,49.940203,40.184816,41.657164,27.358217,44.531004,34.155173,22.501696,28.506594,39.329111,28.869175,52.062028,51.276101,29.160725,38.001365,60.033151,41.407440,44.245188,27.910129,55.071827,33.061222,41.906073,24.057208,22.513849,23.503377,59.079418,36.112200,39.703439,28.820281,32.624207,7.651069,12.196223,12.609913,32.338018,21.014230,62.981490,22.055898,42.775455,38.940515,45.748989,38.069569,140.604444
"firouzkoohPoll",52.400000,35.716667,57.352174,42.476965,44.570916,89.542630,66.907159,26.214291,14.784349,31.094533,53.642970,52.967986,86.680829,83.136953,36.786837,50.475490,72.656247,57.226590,56.752285,35.062696,32.796162,74.388409,51.711931,74.691918,39.331021,81.741967,83.772648,71.996220,104.135780,54.220453,60.613147,93.025406,69.766511,48.136762,22.596699,86.908396,63.699317,0.000000,79.142846,86.550072,41.947565,49.278005,58.852157,50.174273,47.917770,78.813626,56.204712,33.006843,35.534993,30.904861,50.041694,79.817977,56.469118,44.154746,54.198979,83.133683,71.517653,44.968894,60.205169,36.628515,36.702711,62.518247,83.044080,45.112275,57.246722,72.441416,50.719294,39.234795,76.195359,76.531330,75.947349,37.872653,33.559573,28.206169,18.672385,107.664086,27.603213,101.261592,80.239973,63.841612,58.402829,127.430895,42.836433,45.692446,89.528535,66.975000,27.034723,15.443549,31.850856,53.481253,52.408330,85.554081,81.852961,37.735681,50.952112,71.569084,56.960461,56.290214,35.283455,33.659615,73.968652,51.141484,73.772582,39.294716,80.441778,82.750623,71.097792,102.334609,53.879476,59.881412,91.980683,69.150980,48.601553,23.715365,85.583056,63.345518,1.907012,78.315816,85.722918,42.707764,49.799542,58.670691,50.341679,48.021484,77.895248,55.907616,33.371228,35.966247,31.938948,49.879696,79.098374,56.385566,44.457172,54.506508,81.900709,70.931129,45.573684,59.706645,37.543242,37.172165,62.374474,82.186380,45.157280,56.881142,71.765959,50.644154,39.756400,75.784252,75.722669,74.835934,38.276307,33.979960,29.171852,19.160366,105.788320,29.006614,99.680447,79.408385,63.410272,57.796493,128.509303
"boroojen",51.300000,31.950000,48.350000,39.997620,65.986734,51.039687,50.110828,44.183778,47.970390,69.030628,44.183422,32.558211,57.168557,69.849584,58.431145,58.141533,57.580945,41.141096,63.672602,49.244631,50.993991,70.497404,40.397588,53.769983,52.993537,57.337222,45.723082,39.692359,56.491911,43.584492,63.507925,56.071448,46.759015,52.401977,37.931940,73.716224,51.036626,39.917206,49.967001,58.552239,74.628494,22.017455,54.436049,53.911723,37.685296,33.824772,27.818921,26.060818,41.920014,51.183473,36.983366,67.651723,45.837328,40.825675,49.392566,39.518166,61.525353,65.717842,29.573822,31.109580,51.257813,53.199517,44.189645,49.471043,44.754346,38.897595,56.684164,63.806402,62.198775,58.287525,35.142484,47.448650,0.000000,46.928782,40.663238,52.491566,36.788168,50.052716,49.602346,38.604290,21.418189,119.992861,40.141508,66.227738,52.183626,50.356058,44.284360,48.429157,68.924844,44.267591,32.662959,57.174338,70.150718,58.680565,58.336727,57.267594,41.201920,63.560353,49.086268,50.924609,70.262497,40.517836,53.853380,52.529109,57.169595,46.075965,39.980618,56.867501,43.750405,63.479074,56.819008,46.901002,53.022054,38.778023,73.800032,51.577402,39.938554,50.348279,58.829051,74.737682,22.848159,54.474887,54.010102,38.146527,34.264345,28.357409,26.295652,41.939749,51.996175,37.215348,67.982755,45.824852,40.956411,49.761961,40.091953,61.174427,65.782940,29.774609,31.671305,51.338128,53.324547,44.410180,49.529553,44.967924,39.333654,56.747465,63.739775,62.351380,58.519744,35.254154,47.713032,0.449695,47.010234,41.063365,53.063944,37.502284,50.392030,49.899659,38.844964,22.005079,120.424521
"shahrekord",50.850000,32.283333,61.644444,50.810135,112.901300,100.111481,63.405111,52.725769,14.618809,75.622674,49.082074,44.908221,94.688946,99.910221,63.607233,54.433489,51.190061,40.222724,126.028191,41.613860,61.311328,67.665188,47.171425,55.427177,33.348657,29.462067,76.732409,58.574414,67.766021,57.737049,54.638750,74.952053,58.534995,80.952560,42.866630,94.881601,79.099981,40.863641,88.122302,81.807209,62.702587,59.823948,64.278451,84.301554,64.279900,76.144179,59.183276,33.975020,49.757179,57.589728,63.290584,92.240159,50.338371,71.703357,56.548626,77.866693,56.283206,91.485087,64.786821,59.349563,50.326375,71.750251,72.858187,45.904562,51.476659,70.810521,65.468703,66.427955,86.876886,82.280938,11.721177,71.889070,13.516672,59.200863,46.002688,64.345873,45.944161,74.475401,69.292873,72.895455,61.514578,152.430404,51.017379,112.261506,100.920606,63.666573,52.921559,16.430402,75.726701,49.255206,44.995422,93.864474,99.690236,64.035988,54.973139,51.292056,40.527938,124.317188,41.901585,61.120203,67.932701,47.451918,55.734977,33.624868,30.282694,76.653703,58.571310,68.214102,57.700632,55.223795,75.734180,58.697344,81.337299,43.830746,94.701307,79.140499,41.124950,88.016663,81.870248,63.499092,60.138789,64.229014,83.903442,64.400376,75.751696,59.287750,34.153840,49.810506,58.115489,63.118935,92.369203,50.562781,71.358659,57.167673,77.931297,56.350777,91.148992,64.161808,59.500599,50.800692,71.826625,72.624186,46.343734,51.719319,70.772147,65.675020,66.664945,86.753058,82.390828,12.376160,71.951307,13.746661,59.199222,46.282445,64.885094,47.199494,74.602332,69.396621,72.462333,61.319718,153.052141
"koohrang",50.116667,32.433333,265.390323,227.970225,341.547998,529.368878,293.751852,233.490567,332.923529,337.824583,199.679068,212.692295,240.152557,348.108724,312.938111,240.923757,178.567059,154.759364,157.147874,154.060181,180.537579,282.424891,253.411768,247.348512,99.894060,188.147678,233.622888,251.347309,347.301003,174.116431,292.069916,456.773932,265.610027,484.159128,257.999982,318.540364,298.551389,187.724877,373.758439,330.756308,352.986770,356.927640,201.272266,285.172592,308.234719,248.159475,318.870316,143.564178,194.281650,206.489324,243.334114,423.335075,243.060616,283.501681,327.853247,372.923080,206.176235,342.357577,157.550303,292.301167,289.784016,341.718708,273.458849,264.668727,214.959985,322.290190,306.530457,299.110023,355.836463,484.227661,0.000000,393.310451,76.289113,239.663217,166.630655,287.397567,583.084299,339.993010,268.216890,230.930041,260.870445,683.910676,224.429109,336.233564,521.508376,289.051016,229.807368,327.418738,332.271328,196.559114,209.239286,236.431123,342.670617,307.911516,237.324805,175.883655,152.564784,155.303877,151.887668,177.862776,278.110703,249.231888,243.491580,98.689375,185.308672,230.522225,247.162941,341.705970,171.665159,287.420420,449.317868,261.354811,475.795118,254.058772,313.602679,293.882357,184.782128,367.818098,325.602115,347.296819,350.971421,198.279959,280.638748,303.192728,244.380789,313.487302,141.343716,191.257426,203.466745,239.432274,416.345005,239.171772,278.783642,322.627212,366.857552,203.014284,336.681156,155.165511,287.511790,285.026144,336.076815,269.064857,260.266337,211.634583,316.944781,301.544384,294.317986,350.044825,475.670125,0.637532,386.484336,75.224676,235.769051,164.219944,283.064655,572.500395,334.491923,264.132679,227.286469,256.593644,673.287321
"lordegan",50.816667,31.516667,88.834783,62.005936,97.863964,60.731168,111.206665,101.685340,172.214285,113.310336,105.848899,47.534994,62.145341,118.117180,117.387891,150.008962,86.818354,96.560375,65.374986,93.610094,81.788716,79.737078,87.931380,120.178046,51.695289,144.163849,86.268514,116.317869,136.095949,76.428461,134.741543,195.617630,87.849389,159.514582,280.228087,105.926590,187.485985,57.899641,108.724607,109.875811,241.415683,92.050082,102.360429,74.663706,109.162999,31.423476,77.958526,90.476497,69.688535,335.388215,61.854146,186.104056,79.238795,67.229166,103.055200,116.217877,76.564963,126.707441,49.555283,86.602989,74.820245,66.884577,55.836394,120.968234,88.279038,85.888312,105.627741,110.602669,100.624657,102.132827,114.553209,83.517057,0.000000,96.492481,129.617909,148.154846,72.630884,91.916098,107.504565,46.327193,20.160890,186.017809,61.802788,97.483399,61.988193,110.245255,100.739860,170.061484,112.423081,104.654004,47.396396,62.213268,117.476214,116.501402,148.321381,86.030425,95.551108,65.344530,92.583713,81.116686,79.562034,87.085707,118.898698,51.451244,142.205735,85.840943,114.961759,134.905536,75.959228,133.426675,193.414120,87.239134,157.986919,275.632474,105.443862,185.067361,57.657166,108.166561,109.195078,237.947072,91.442574,101.418577,74.455522,108.114174,32.062379,77.459759,89.254925,69.190316,329.567257,61.640878,183.946334,78.664003,66.892185,102.393908,115.208040,76.095038,125.637670,49.404081,86.017596,74.563394,66.933764,55.927791,119.571553,87.612244,85.369182,104.758795,109.669994,100.152316,101.552015,113.001000,83.111361,0.467385,95.534010,127.985822,146.764539,72.818174,91.519282,106.660948,46.482237,20.793218,185.408365
"boshrooyeh",57.450000,33.900000,19.990000,38.851276,10.558278,43.299932,29.155791,11.011569,25.535549,69.198283,17.245012,16.179738,14.935956,68.674450,21.872835,26.925047,18.408369,4.223095,42.946413,16.945491,26.027519,11.309125,7.866770,47.646336,9.654267,7.214596,12.645916,38.686186,78.113617,8.336414,20.477837,30.088810,12.274913,16.265479,10.909646,59.464209,26.482589,23.658889,20.590926,22.957923,0.000000,22.649234,11.162018,10.202144,17.172396,12.927446,12.993414,7.058397,7.642314,9.417862,16.831754,27.516813,8.180188,17.329767,23.889231,9.586414,15.121725,27.012335,7.660020,27.126063,30.502606,20.688478,28.537120,30.411287,24.531460,25.188827,15.749029,34.137738,10.336004,26.994106,23.253458,32.998019,43.239522,30.420282,35.080599,38.818814,56.160564,18.271818,29.006603,26.312595,11.724116,116.553827,38.858935,10.988439,43.663906,29.301924,11.400538,25.570043,68.830855,17.424856,16.228193,15.100364,68.187376,21.995730,27.022006,18.526939,4.509616,42.970044,17.388883,26.049097,11.673071,8.128742,47.551415,9.868145,7.435799,12.836605,38.651820,78.056520,8.552022,20.542022,30.205993,12.558202,16.633545,11.179891,59.299421,26.774939,23.840791,20.937394,23.315560,0.449103,22.876560,11.522627,10.623798,17.322317,13.143074,13.228063,7.207127,8.055974,9.734244,16.950265,27.795358,8.382681,17.430553,24.092473,9.836113,15.333571,27.186835,7.819394,27.211209,30.469254,20.859452,28.548549,30.453606,24.589104,25.161088,16.050017,34.246404,10.775981,27.082620,23.329375,32.973525,42.916849,30.448279,35.094961,38.796462,55.880766,18.569815,29.051428,26.393561,11.923031,116.576810
"birjand",59.200000,32.866667,39.002778,71.390264,49.584502,105.750769,47.587575,28.099408,13.383842,50.030381,47.416948,26.376370,39.761664,71.970746,22.728298,52.901277,33.495692,21.204888,41.695723,26.022143,31.575885,39.808245,17.356094,26.799689,24.649122,27.814736,34.354037,49.713264,80.729081,31.607186,50.503945,41.297756,46.892294,62.797229,27.041064,59.995201,49.829704,45.085685,53.987501,51.859076,0.000000,45.994360,27.885261,59.847623,36.641410,38.200873,30.618548,24.428416,24.586903,30.057340,39.428851,66.599209,30.796478,41.521254,37.097210,10.045977,35.054869,45.460856,28.906697,39.297870,37.589441,41.287544,34.828657,21.879395,21.322893,44.488017,43.923568,44.108787,39.458596,31.615993,18.490368,35.240955,36.808489,51.895493,31.176365,61.323463,94.952826,59.650002,47.154067,39.849012,43.035536,214.170793,71.092730,49.624612,105.518184,47.493252,28.128756,13.482095,49.943496,47.255077,26.327880,39.659338,71.706047,22.811282,52.801852,33.441557,21.198757,41.683666,26.188834,31.563626,39.817168,17.415001,26.897253,24.646202,27.759706,34.283625,49.569492,80.746780,31.567901,50.337404,41.274811,46.791168,62.572184,27.070234,59.926989,49.763528,45.040529,53.907458,51.835078,0.184512,45.965109,27.931644,59.651766,36.587587,38.156905,30.602033,24.376895,24.655400,30.037030,39.353190,66.457060,30.716576,41.362494,37.111475,10.162753,35.084211,45.417922,28.827493,39.251627,37.529857,41.252020,34.830116,21.921587,21.384415,44.337495,43.905007,44.075486,39.480398,31.641658,18.545905,35.232109,36.691821,51.710304,31.181445,61.150556,94.460347,59.513542,47.066384,39.790790,42.927471,213.278187
"khoorBirjand",58.433333,32.933333,20.643478,30.522681,46.089844,30.872888,11.613281,26.077074,14.633163,8.587639,19.084006,14.152210,5.632424,14.925597,4.276045,30.344135,18.616327,9.766322,19.101110,33.900730,11.132400,26.229354,22.043434,36.106379,19.297995,9.171186,14.623981,29.613042,116.523604,16.790351,14.237533,26.911258,12.880663,13.255209,13.509887,11.928547,24.142659,24.659736,33.675330,29.361908,20.440619,34.034053,21.484162,22.355395,19.550571,6.921492,13.333988,13.576320,23.281777,24.117177,33.128056,39.574528,7.229581,10.560081,16.521940,10.413632,32.357608,14.885452,25.288163,20.447619,7.904992,42.279167,10.729339,19.976647,13.108482,1.858254,53.231751,32.861849,14.657067,16.389690,12.979222,25.572695,5.525121,0.000000,5.966094,22.270214,7.409060,28.335532,19.931073,18.635652,17.905014,91.568042,30.660470,46.104172,31.423666,11.919948,26.142935,14.755355,8.998073,19.223414,14.236751,5.900697,15.287979,4.584935,30.463460,18.725536,9.894234,19.360538,33.969001,11.351088,26.364683,22.059853,36.144412,19.349709,9.325237,14.763674,29.695731,116.088046,16.898435,14.437786,27.058779,13.134446,13.568672,13.685787,12.412351,24.354922,24.827389,33.804734,29.579798,20.431638,34.117273,21.606831,22.543637,19.676352,7.203830,13.509372,13.637232,23.374410,24.161653,33.090966,39.699291,7.407161,10.735582,16.772174,10.557535,32.380792,15.182936,25.238506,20.610552,8.178856,42.210047,10.993261,20.077630,13.283955,2.175457,53.071688,32.956271,14.945898,16.590618,13.125555,25.673530,5.768718,0.393385,6.283966,22.519806,7.851786,28.510721,20.125452,18.804524,18.040141,91.981414
"tabass",56.916667,33.600000,17.248485,31.879421,10.461323,39.243583,34.274303,25.432011,21.337696,43.849602,13.603004,6.298407,7.474729,32.150077,9.455978,16.701468,11.745335,12.038942,41.792368,63.216487,16.086452,13.119351,8.873421,24.164704,12.166477,2.390684,12.368352,29.073666,71.301665,5.711575,16.459511,14.831579,10.637481,23.132170,18.209927,29.681933,48.549840,13.848148,26.529504,17.857938,33.144994,17.306850,23.644727,18.509390,9.792933,9.857406,14.149133,1.847534,15.400837,20.604801,10.514396,24.209894,6.952540,13.050287,18.585970,10.497960,14.578747,18.386298,0.000000,16.975629,15.489978,11.046311,13.391095,27.619771,13.355396,1.971254,17.200760,30.003032,13.456277,22.013832,19.821768,17.409964,9.298371,18.097924,27.442190,19.213463,41.742535,14.913256,23.230564,22.611552,9.494057,95.638262,31.978850,10.861264,39.678381,34.330690,25.474274,21.490446,43.924812,13.824826,6.548632,7.783719,32.434664,9.808367,16.991517,11.980621,12.159649,41.793222,62.705006,16.310765,13.401896,9.076201,24.449496,12.314788,2.707117,12.580574,29.200153,71.245624,5.970535,16.640789,15.210878,10.922317,23.313862,18.338913,30.080304,48.390468,14.144024,26.709386,18.209003,32.980410,17.583107,23.718080,18.689474,10.064451,10.117608,14.334640,2.096528,15.563451,20.677058,10.747889,24.464484,7.167827,13.246176,18.855592,10.714755,14.787834,18.687681,0.295882,17.243535,15.763279,11.374858,13.702581,27.696358,13.609253,2.404693,17.428913,30.140936,13.776111,22.206377,19.969683,17.668742,9.654321,18.324264,27.564760,19.589024,41.795932,15.241924,23.416356,22.755625,9.717591,95.936548
"ferdous",58.166667,34.016667,28.078788,54.085358,15.702696,47.457584,16.674131,33.266056,19.496137,89.210058,26.674850,10.010032,4.540521,33.034505,30.814806,22.288320,19.078615,16.209024,57.759749,21.814432,12.851220,30.083133,26.971528,69.920069,18.127758,9.721824,5.433684,47.804531,114.357662,7.443913,1.304512,36.603457,18.892574,41.229950,11.488297,46.555991,28.796171,47.982875,32.828949,66.548215,0.000000,37.817975,30.895684,46.573267,22.555168,17.597198,20.990253,6.015440,45.732514,21.756889,15.360432,56.806213,12.613585,13.337302,35.785594,18.553533,11.390334,37.969392,15.394609,32.710204,23.538070,34.490757,22.648101,39.507567,36.208655,22.390792,24.441296,47.346245,31.673254,19.179005,21.437278,35.324256,37.651576,39.296774,47.234076,22.222808,32.224598,28.703858,12.489765,26.361030,14.311258,162.256073,53.818940,16.151039,47.802692,17.112881,33.247740,19.574523,88.361953,26.721801,10.211419,5.014167,33.266137,30.781036,22.578912,19.273582,16.222029,57.510072,22.329609,13.233766,30.126522,26.864859,69.421624,18.190351,9.935110,5.777224,47.558761,113.475703,7.762816,1.781796,36.682709,19.126178,41.126229,11.777847,46.848255,29.039959,47.788895,33.016226,66.097069,0.328261,37.814616,30.891004,46.303789,22.644992,17.766600,21.114763,6.230040,45.482140,21.814015,15.564322,56.608566,12.757904,13.537347,35.806053,18.647440,11.759676,38.028333,15.438378,32.729480,23.697709,34.428716,22.835629,39.368497,36.083171,22.461758,24.662050,47.250385,31.783609,19.484531,21.541358,35.302753,37.394929,39.219346,47.076499,22.627023,32.408722,28.890140,12.880435,26.455219,14.505778,161.456820
"ghaen",59.166667,33.716667,38.048387,17.608535,70.220151,84.793897,34.159517,21.493253,8.704835,64.690624,21.592438,15.960664,20.032640,40.491177,62.430596,49.620457,20.943625,6.621824,48.720293,89.711290,39.714307,48.393788,24.674715,31.349287,22.574790,13.983044,12.214138,11.646405,85.677953,30.657732,31.978702,32.971630,45.226768,25.298608,47.242712,71.570104,43.423909,59.962665,29.381580,69.513381,0.000000,55.095840,43.995620,42.371156,29.815431,55.345104,35.571676,9.097097,42.316368,22.092329,28.415100,65.992520,17.300936,16.069735,50.091999,17.871313,65.103854,55.707938,2.552790,27.048863,37.031613,36.855738,55.971781,16.381879,40.361181,32.248267,45.319064,38.980989,59.240888,38.921994,13.219788,38.725025,23.324706,30.141710,41.251509,33.416291,24.448927,56.698754,45.705828,39.455521,42.522077,52.825605,18.028280,69.822489,84.663301,34.266537,21.712549,8.955193,64.342039,21.765573,16.051213,20.214175,40.574036,61.900532,49.478890,21.105898,6.841019,48.650058,89.002386,39.603515,48.217753,24.657211,31.539713,22.593730,14.136162,12.446730,12.055908,85.469960,30.599531,31.946199,33.123229,45.080026,25.564636,46.940225,71.385047,43.429368,59.657374,29.677062,69.173974,0.303662,54.879505,43.814008,42.317135,29.826785,54.943062,35.477118,9.266863,42.207877,22.183286,28.428781,65.759394,17.395715,16.232448,49.913228,17.980112,64.596497,55.506724,2.846169,27.198857,36.971657,36.834446,55.612506,16.624208,40.181979,32.189767,45.236832,39.058173,58.950165,38.871408,13.447657,38.668527,23.350651,30.254799,41.204089,33.609045,24.769022,56.488344,45.540001,39.355801,42.302381,54.084842
"nehbandan",60.033333,31.533333,35.468750,14.744131,185.721659,129.058704,45.576021,22.344258,34.870117,28.575803,10.358216,18.658889,48.667642,8.347129,27.482863,54.724032,21.016272,51.985559,54.457927,87.103070,20.273582,113.343224,9.351850,18.292264,38.148595,11.810357,44.536572,27.204920,164.138880,36.190157,47.504720,23.707879,41.147454,42.029354,39.704513,48.584927,66.031328,41.494452,73.096317,62.415140,42.969186,40.929479,41.362296,39.865992,35.055982,60.972949,23.997353,22.082169,33.649871,21.553155,34.440892,43.048226,23.838886,4.973758,48.757768,29.600381,52.605795,46.957820,2.847479,53.825781,31.629384,27.741335,64.746703,8.865335,32.091836,20.381275,34.769689,39.161307,91.639054,58.077325,33.111865,35.320747,0.000000,37.978066,24.173588,32.380028,39.481153,44.150555,43.307620,42.818641,40.503031,44.232393,14.900305,184.643194,128.812932,45.519810,22.419144,34.843538,28.609945,10.495836,18.668380,48.532188,8.597768,27.518582,54.596046,21.060906,51.771815,54.343362,86.674825,20.349992,112.761042,9.482067,18.409382,38.036509,11.899120,44.429404,27.250820,163.370155,36.109847,47.404691,23.824021,41.097656,42.002163,39.615890,48.589975,65.836418,41.438721,72.890169,62.277527,42.862364,40.917798,41.283218,39.825051,35.026965,60.757683,24.035998,22.055446,33.606300,21.596585,34.402701,43.045758,23.831441,5.114072,48.686849,29.590509,52.449541,46.884977,2.993012,53.684061,31.617860,27.801305,64.493098,9.001312,32.046258,20.443449,34.763855,39.143721,91.249085,57.896601,33.058970,35.283050,0.185682,37.909265,24.213806,32.449157,39.486102,44.123295,43.255368,42.735558,40.407203,44.700915
"torbatejam",60.583333,35.250000,37.272000,61.456354,2.750514,104.873468,35.161353,43.048881,25.720549,27.530259,24.213175,20.545387,34.188628,71.185054,18.799737,37.961649,37.977351,29.683176,19.577803,28.046160,36.161465,40.932175,29.844217,46.279638,25.375410,34.157669,21.132274,34.295116,38.447639,23.729997,13.693810,34.733756,57.111674,36.464792,24.852911,72.146756,38.597732,39.630902,50.341722,54.199373,33.518737,43.263562,10.800005,57.160011,34.898447,46.091296,29.825087,27.598292,43.139173,16.062825,18.598040,42.039722,19.829608,34.580342,38.955815,34.497149,26.423004,42.251114,7.542969,56.198193,90.574036,21.586469,30.113658,23.320244,24.347763,24.293727,29.709274,40.125746,34.047595,30.132374,44.811689,38.796440,40.175861,36.391275,52.388498,40.463736,29.248891,43.211492,39.548963,26.899332,31.203047,184.369061,61.281743,3.138015,104.774241,35.309590,43.076757,25.834399,27.657375,24.318063,20.616352,34.253848,71.063689,18.967279,38.023509,37.986636,29.682821,19.788668,28.108514,36.217209,40.969942,29.845391,46.321040,25.412581,34.177391,21.281498,34.363287,38.704746,23.819000,13.898023,34.877024,57.041020,36.576945,24.945349,72.112921,38.705475,39.679149,50.417313,54.195014,33.539739,43.318616,11.033544,57.034631,34.925227,46.036014,29.897740,27.608742,43.127460,16.227643,18.719692,42.119162,19.918487,34.580285,39.030296,34.510843,26.539576,42.316813,7.662643,56.115074,90.196012,21.748641,30.220540,23.452518,24.417980,24.403286,29.850734,40.198477,34.183735,30.267330,44.788210,38.829193,40.186852,36.468475,52.348057,40.574731,29.343346,43.272484,39.611392,27.011406,31.258573,183.845226
"torbatHydarye",59.216667,35.266667,52.888889,33.103054,94.201117,163.244166,73.079464,77.779122,64.106996,54.576859,44.397651,24.220099,39.068487,84.549543,17.170676,53.894180,54.832350,33.058216,77.439966,19.773969,61.297558,56.282685,29.001240,97.907333,26.540170,33.718091,53.880154,41.195965,66.216279,50.145991,45.451464,65.404228,87.777363,67.243883,42.371343,108.068802,65.527783,62.202867,87.417275,79.653441,44.799213,65.665054,35.135724,46.437511,47.655142,52.312767,37.165560,25.850800,78.942258,40.122301,33.350304,62.474634,49.623519,33.119637,50.183075,48.891798,59.721182,74.491903,30.298631,61.162210,57.606051,58.819235,61.149482,57.223540,18.246290,39.999417,81.787932,66.619768,58.289822,67.252070,62.898996,54.812061,0.000000,45.242261,76.356725,66.585097,28.732837,62.433220,56.307210,56.585173,45.081301,99.309162,33.185075,93.719225,162.377613,72.885359,77.428314,63.777251,54.443768,44.341975,24.303748,39.165477,84.201002,17.435780,53.784915,54.652811,32.995500,77.111483,19.967009,61.100554,56.164062,29.001375,97.402687,26.571843,33.751123,53.712179,41.215595,66.371166,49.956534,45.370025,65.260247,87.316867,67.051550,42.291471,107.662948,65.384002,62.023233,87.095491,79.336683,44.616233,65.474599,35.164585,46.382081,47.530505,52.142678,37.184927,25.881918,78.505422,40.067387,33.345813,62.358836,49.398774,33.120472,50.173710,48.730569,59.498827,74.229985,30.206092,60.957745,57.403770,58.570808,60.927765,57.018836,18.407016,39.965687,81.399018,66.423977,58.241863,67.012454,62.637521,54.683270,0.397347,45.269375,76.031217,66.482866,28.868722,62.293136,56.190314,56.414434,45.011967,99.555227
